thread_id,customer_tweet_id,brand_reply_id,customer_text,brand_reply_text,customer_created_at,reply_created_at
409379_409378,409379,409378,I’m on iOS 11.0.2...why does WiFi automatically turn on after I disable in action center?? Battery fix yet??,Thanks for reaching out. Send a DM to continue.,Mon Oct 09 22:45:55 +0000 2017,Mon Oct 09 23:11:37 +0000 2017
409383_409381,409383,409381,updated to iOS 11....can’t send videos to my dad who doesn’t have an iPhone. So convenient. 🙃,We want to help you. Let us know what happens when trying to send a video and we'll get started working on this together.,Mon Oct 09 22:40:05 +0000 2017,Mon Oct 09 23:09:00 +0000 2017
409382_409384,409382,409384,It says “not delivered” with the red exclamation mark.,"Are you able to connect to the internet from other apps? For MMS messages, you'll need cellular data or Wi-Fi.",Mon Oct 09 23:09:34 +0000 2017,Mon Oct 09 23:49:00 +0000 2017
409385_409386,409385,409386,"I’m having no other connection issues. I can send a photo to my dad, but not a video. He uses android.",Have you tested to see whether you can send a video to anyone else? In what apps was the video captured?,Mon Oct 09 23:59:41 +0000 2017,Tue Oct 10 00:21:53 +0000 2017
409387_409388,409387,409388,Yes. I’ve sent one to other iPhones. I used the camera on the iPhone to take the video.,Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,Tue Oct 10 00:35:01 +0000 2017,Tue Oct 10 00:47:27 +0000 2017
409390_409389,409390,409389,"Since I’ve updated my iPhone I can’t share my personal hotspot & I can’t mix calls together, that’s shit! #Apple #Fixit","We can help get to the bottom of these issues. DM us so we can get some more information, please. https://t.co/GDrqU22YpT",Mon Oct 09 22:41:13 +0000 2017,Mon Oct 09 23:07:27 +0000 2017
409392_409391,409392,409391,Now had to turn my phone off 21 times fix it,"DM us using the link below, and let us know details of what's going on with your iPhone. https://t.co/GDrqU22YpT",Mon Oct 09 22:33:44 +0000 2017,Mon Oct 09 23:06:32 +0000 2017
409396_409394,409396,409394,iPad still not updating... WTF,We're here to help! Which method are you using to update: Wi-Fi or iTunes? Have you tried both?,Mon Oct 09 22:34:35 +0000 2017,Mon Oct 09 23:04:31 +0000 2017
409395_409397,409395,409397,Just the wifi option getting stuck on verifying update... Tried now 3 times still same issue,Got it. Are you able to try the update from the alternative method?,Mon Oct 09 23:05:56 +0000 2017,Mon Oct 09 23:27:55 +0000 2017
409401_409399,409401,409399,I’m having issues with my iPhone. I have sent you a DM,Thanks! We'll keep an eye out for it.,Mon Oct 09 22:31:07 +0000 2017,Mon Oct 09 23:00:33 +0000 2017
409645_409643,409645,409643,I’m using an iPhone SE 64GB with the latest iOS update as of last night.,Does restarting your device help any? What are the other issues that you've experienced?,Fri Sep 29 22:45:07 +0000 2017,Fri Sep 29 22:54:26 +0000 2017
409644_409646,409644,409646,Is there a website I can submit all the glitches I’m experiencing ?,We'd like to help. Could you meet us in DM to discuss. https://t.co/GDrqU22YpT,Mon Oct 09 22:59:58 +0000 2017,Mon Oct 09 23:26:00 +0000 2017
409648_409647,409648,409647,"This is what my lock screen looks like, PLEASE address the bugs. I have like 4 other glitches that I can recreate with the new update 😣",We'll be happy to see what's going on. Which iPhone are you using?,Fri Sep 29 22:25:02 +0000 2017,Fri Sep 29 22:44:00 +0000 2017
409686_409685,409686,409685,It would be nice if the latest iOS would stop turning wifi back on after I intentionally turn it off!,"Are you turning it off in Control Center? If so, there have been a few changes in how it works: https://t.co/G7BHuQnDS6",Mon Oct 09 23:08:14 +0000 2017,Mon Oct 09 23:29:00 +0000 2017
409688_409687,409688,409687,Does iOS 11.1 developer beta 2 go for iPhone 5s?,Great question and one we'd like to try to answer. Please provide us more details in DM: https://t.co/GDrqU22YpT,Mon Oct 09 22:58:48 +0000 2017,Mon Oct 09 23:25:41 +0000 2017
409691_409689,409691,409689,can you guys please fix the music controller so i can change songs when using Pandora/ Spotify ? Or help me to make it work ?,Let's take a closer look together. Which device model is this happening on and which exact OS version number is installed?,Mon Oct 09 22:48:53 +0000 2017,Mon Oct 09 23:18:30 +0000 2017
409690_409692,409690,409692,Iphone 7 plus and ios 11.0.2,"Does this only occur in the Music widget for those two apps, or does it also occur in the Music app? Any steps tried so far?",Mon Oct 09 23:19:58 +0000 2017,Mon Oct 09 23:43:32 +0000 2017
409693_409695,409693,409695,I think i might have figured it out but thank you for the help I truly appreciate it,We're glad to hear you've figured it out! Just reach out if you need help again and have a good one.,Mon Oct 09 23:51:48 +0000 2017,Tue Oct 10 00:09:00 +0000 2017
409698_409697,409698,409697,"Any idea how to ban a specific artist from a radio station I made? Not just songs, but everything by that one jerk",Thanks for reaching out. The best way to fine-tune your custom stations is to use this article here: https://t.co/roAVzgPVpH,Mon Oct 09 22:48:45 +0000 2017,Mon Oct 09 23:18:01 +0000 2017
409703_409699,409703,409699,Blue iOS messages dont work either.,OK. Which iPhone model do you own?,Mon Oct 09 22:39:19 +0000 2017,Mon Oct 09 23:18:00 +0000 2017
409702_409704,409702,409704,Iphone 6S +,Okay. Join us in DM so we can look into this further: https://t.co/GDrqU22YpT,Mon Oct 09 23:18:15 +0000 2017,Mon Oct 09 23:44:31 +0000 2017
409707_409705,409707,409705,since i updated to ios 11.02 i have not been getting any text messages & all my sent texts say error on it.,"We're here to help out. Are these green SMS text messages, or blue iMessages, that we're working with?",Mon Oct 09 21:39:34 +0000 2017,Mon Oct 09 22:34:32 +0000 2017
409709_409708,409709,409708,This is why I may never buy another phone. The new iTunes won't back up my older phone. No reason other than to force new phone buy.,We can look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT,Mon Oct 09 22:49:52 +0000 2017,Mon Oct 09 23:17:29 +0000 2017
409711_409710,409711,409710,why doesn spotify sync to my doc on my iphone. This new update is terrible.,We'd love to gather some additional details about what you're experiencing. Please shoot us a DM. https://t.co/GDrqU22YpT,Mon Oct 09 22:49:27 +0000 2017,Mon Oct 09 23:16:28 +0000 2017
409714_409712,409714,409712,"hey you wanna fix the ios 11 glitch where it makes me phone glitch and freeze every two seconds, that’d be great",This is certainly unexpected behavior and we're here to help. Have you had the chance to update to iOS 11.0.2?,Mon Oct 09 22:47:33 +0000 2017,Mon Oct 09 23:14:32 +0000 2017
409717_409716,409717,409716,Thank you for providing us with a terrible update that has totally screwed my phone. That is all.,"We're here for you! Send us a DM, and we'll take a look at your iPhone together. https://t.co/GDrqU22YpT",Mon Oct 09 22:43:00 +0000 2017,Mon Oct 09 23:14:31 +0000 2017
410083_410082,410083,410082,This new iPhone update reminds me of the iPhone 6 when it updated & could’ve even last half a day.... whyyyy whyyyyy 😩 #iOS11Problems,"We'd be happy to look into any issues you're having. Send us a DM, and we'll continue from there. https://t.co/GDrqU22YpT",Mon Oct 09 23:23:57 +0000 2017,Mon Oct 09 23:42:00 +0000 2017
410085_410084,410085,410084,I’m having trouble on iMovie,We've got an excellent support team for iMovie that operates via phone. Use our site https://t.co/IBIY3vMgPj to get in touch.,Mon Oct 09 23:19:55 +0000 2017,Mon Oct 09 23:42:00 +0000 2017
410088_410086,410088,410086,Serious bug on my iPhone 6s post iOS 11 upgrade! Cutting my productivity in half 😡😑,We're here to offer our guidance. Have you updated to the latest iOS 11.0.2 release?,Mon Oct 09 23:21:16 +0000 2017,Mon Oct 09 23:39:31 +0000 2017
410091_410089,410091,410089,account recovery went from being ready today to 10 days. What’s going on?,We are here to help. Please contact us using the following link for additional support in this matter: https://t.co/UJm15vmMM2,Mon Oct 09 23:16:26 +0000 2017,Mon Oct 09 23:38:32 +0000 2017
410090_410092,410090,410092,"Unfortunately this doesn’t get me anywhere, it takes me to the same iforgot website where it shows how long my wait is going to be.",We understand wanting to check into your status. We'd still recommend going through that link for our Account Security team.,Mon Oct 09 23:44:08 +0000 2017,Tue Oct 10 00:07:29 +0000 2017
410094_410093,410094,410093,My iPhone always fucks up when y’all come out with a new phone.......thanks,We'd be happy to help. Send us a DM with a few more details and we can start there. https://t.co/GDrqU22YpT,Mon Oct 09 23:18:34 +0000 2017,Mon Oct 09 23:37:28 +0000 2017
410096_410095,410096,410095,okay my phone was on 10% YET IT STILL DIED LIKE WTF???,We'd love to help. DM us the software version you are using. We can work from there. https://t.co/GDrqU22YpT,Mon Oct 09 23:16:51 +0000 2017,Mon Oct 09 23:34:32 +0000 2017
410103_410101,410103,410101,"I updated to iOS11, my phone keeps restarting every now and then. Any explanation? I have an iPhone6",We'll gladly assist. Have you updated to iOS 11.0.2?,Mon Oct 09 23:11:17 +0000 2017,Mon Oct 09 23:31:25 +0000 2017
410102_410104,410102,410104,"Yes. My phone restarted around 9-10 times today while listening to music, using twitter, watching on Crunchyroll.","Thanks for that information. Have you tried any troubleshooting steps on your own? Let us know in DM, and we’ll keep working there. https://t.co/GDrqU22YpT",Mon Oct 09 23:32:13 +0000 2017,Mon Oct 09 23:58:30 +0000 2017
410106_410105,410106,410105,I spilled coke on my MacBook send help,"We're here with help! Send us a DM, and we can research support options for your region. https://t.co/GDrqU22YpT",Mon Oct 09 23:08:04 +0000 2017,Mon Oct 09 23:31:00 +0000 2017
410109_410107,410109,410107,"I was able to unlock, change my password, log out of all other icloud sessions somehow. what would have caused the issue I was having?","To confirm, your issue is resolved? Meet us in DM for more help: https://t.co/GDrqU22YpT",Mon Oct 09 23:01:42 +0000 2017,Mon Oct 09 23:31:00 +0000 2017
410115_410114,410115,410114,why is my phone telling me to update apple id settings? when I try the verification fails problem connecting to server 😡,"We'd be glad to look into this with you. To get started, do you have Two-Factor Authentication turned on?",Mon Oct 09 20:18:38 +0000 2017,Mon Oct 09 21:01:28 +0000 2017
410508_410507,410508,410507,Why my phone getting slow using the latest update ios 11.0.2. Moreover the touchscreen isn’t that sensitive than before and somehow the display was stuck and i need end forcefully the app.,Hello there! We’re glad you’ve come to us for support. DM us which iPhone you are using to get started. https://t.co/GDrqU22YpT,Mon Oct 09 23:39:14 +0000 2017,Mon Oct 09 23:58:30 +0000 2017
410510_410509,410510,410509,"con la nueva actualización, tengo problemas para conectarme con el Bluetooth, la pantalla se traba y no me rinde la batería.",We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Mon Oct 09 23:39:20 +0000 2017,Mon Oct 09 23:58:00 +0000 2017
410514_410511,410514,410511,"FYI: iTunes 12.7. When importing a CD, album name and tracks 100% success. But “Get Album Artwork” fails about 90% of times",Thanks for reaching out. May we ask what type of computer you're using iTunes with?,Mon Oct 09 23:40:36 +0000 2017,Mon Oct 09 23:57:29 +0000 2017
410513_410515,410513,410515,MacPro 2013. Yosemite. iTunes 12.7.,"Thanks for that update. Does the issue seem to be resolved now? If we need to look at this further, reach out to us in DM. https://t.co/GDrqU2kzhr",Tue Oct 10 00:00:57 +0000 2017,Tue Oct 10 00:18:00 +0000 2017
410516_410517,410516,410517,Here is an example of an imported CD that failed getting album artwork (note : Various Artists - album has 2 songs).,Thanks for that information. Let's move our conversation to DM. https://t.co/GDrqU22YpT,Tue Oct 10 00:35:44 +0000 2017,Tue Oct 10 00:51:25 +0000 2017
410518_410519,410518,410519,"As I said, this is an FYI. Suspect your engineering are aware of this.",We would like to continue working with you in DM. https://t.co/GDrqU22YpT,Tue Oct 10 00:56:14 +0000 2017,Tue Oct 10 01:16:46 +0000 2017
410521_410520,410521,410520,"Hi why does my iphones brightness just randomly lower?? Auto is off, it's all the way up and my battery is 90% ?????",We're happy to help. Join us in DM so we can walk you through fixing this: https://t.co/GDrqU22YpT,Mon Oct 09 23:35:51 +0000 2017,Mon Oct 09 23:57:00 +0000 2017
410525_410523,410525,410523,"Nope, it keeps loading. It doesnt start downloading. I thought it was my connection but nope.","When you restart your iPhone does that help get the download started? Are you connected to Wi-Fi, or using Cellular data?",Mon Oct 09 23:33:14 +0000 2017,Mon Oct 09 23:51:28 +0000 2017
410527_410526,410527,410526,"having prob with my app store, cant even download a single app! please fix it 😪",We'd love to help with the App Store! What happens when you try to download an app? Do you get an error message?,Mon Oct 09 16:06:35 +0000 2017,Mon Oct 09 17:39:29 +0000 2017
410529_410528,410529,410528,"Dear I updated my iPhone 7 Plus, now it doesn’t answer calls nor can I utilize speaker phone. WHATS GOOD APPLE?!",We'd like to help. Please meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT,Mon Oct 09 23:30:07 +0000 2017,Mon Oct 09 23:50:27 +0000 2017
410531_410530,410531,410530,"If only battery drain was the most serious issue with iOS11 ""upgrade"". I can't fucking make or receive calls!",We'd like to better understand what's happening. Please DM us more details here: https://t.co/GDrqU22YpT,Mon Oct 09 23:23:02 +0000 2017,Mon Oct 09 23:49:00 +0000 2017
410534_410532,410534,410532,Hey I haven’t been able to access my Mac’s iCloud Drive Desktop on any iOS 11 build on my 7+. Please fix this,"We're always happy to help. Send us a DM, and we'll look into this with you. https://t.co/GDrqU22YpT",Mon Oct 09 23:31:43 +0000 2017,Mon Oct 09 23:47:00 +0000 2017
410533_410535,410533,410535,Hi. We’ve already DM’ed about this. I downgraded to the public build & still saw the issue Not sure what else to do.Issue on 11.1 Beta 2 too,"Understood. Meet us there once more, letting us know what version of macOS your Mac is running, and we'll work from there. https://t.co/GDrqU22YpT",Mon Oct 09 23:48:23 +0000 2017,Tue Oct 10 00:05:32 +0000 2017
410538_410537,410538,410537,I turn my WiFi off and after a while I check back and my iPhone has the WiFi turned on again. Is this a glitch in ur update?,Hi there! Are you toggline it via Control Center? That changed in iOS 11. More info: https://t.co/G7BHuQnDS6,Mon Oct 09 23:24:04 +0000 2017,Mon Oct 09 23:46:52 +0000 2017
410540_410539,410540,410539,this new iOS is 💩 always crashing and buggy af,"We're here for you. Send us a DM, and we'll take a closer look at the issue together. https://t.co/GDrqU22YpT",Mon Oct 09 23:26:32 +0000 2017,Mon Oct 09 23:45:27 +0000 2017
410542_410541,410542,410541,"My phone randomly restarts and I lose service and it doesn’t come back. And yes the phone bill is payed, everyone has service...",DM us your iPhone model and we'll do our best to assist you. https://t.co/GDrqU22YpT,Mon Oct 09 23:19:03 +0000 2017,Mon Oct 09 23:44:32 +0000 2017
410544_410543,410544,410543,Look okay you’re little update has Royally fucked up my phone. And I’ve felt with it for a couple weeks hoping it would get better,Let's partner together to get your iPhone working smoothly. Tell us a bit about what's going on since the update.,Mon Oct 09 22:32:16 +0000 2017,Mon Oct 09 23:01:55 +0000 2017
410546_410545,410546,410545,You gotta pay to update your existing apps? #qtna #iphone,We'd like to check on this with you. Send us a DM with the details of what's happening. https://t.co/GDrqU22YpT,Mon Oct 09 23:22:49 +0000 2017,Mon Oct 09 23:44:32 +0000 2017
411119_411118,411119,411118,"I have the 6s, yes I've tried everything",Let's meet up in DM to get some specifics and work together on this with you. https://t.co/GDrqU2kzhr,Tue Oct 10 00:03:03 +0000 2017,Tue Oct 10 00:13:36 +0000 2017
411121_411120,411121,411120,"+ it turned back on like nothing happened, it turned off on its own a couple of time during the day and now its off like it was Saturday",Let's see what we can find. Which model of iPhone are you using? Have you tried the steps from https://t.co/8MvHMFZ83h yet?,Mon Oct 09 23:47:32 +0000 2017,Tue Oct 10 00:01:30 +0000 2017
411125_411122,411125,411122,stop breaking my heart that update completely destroyed my phone lowkey hating you right now,We'd be glad to work with you on the troubles with your iPhone. What specific issues are you seeing?,Mon Oct 09 23:10:36 +0000 2017,Mon Oct 09 23:39:00 +0000 2017
411127_411126,411127,411126,I updated my phone and can’t find airdrop. help me please 😩,We're here for you. Take a look at the following link for help using AirDrop in iOS 11: https://t.co/VVUI2JIcyd,Mon Oct 09 23:58:52 +0000 2017,Tue Oct 10 00:12:00 +0000 2017
411130_411128,411130,411128,these new updates have made my phone battery worse and worse.....,We’re here to help. Would you please tell us which Apple device are you using?,Mon Oct 09 23:53:52 +0000 2017,Tue Oct 10 00:11:56 +0000 2017
411133_411132,411133,411132,"If you haven’t upgraded to High Sierra, DON’T. We’re seeing massive system instability issues. #macOSHighSierra #crashing","We'd be glad to help out with this. Meet us in DM with some specifics, and we'll look into it with you. https://t.co/GDrqU22YpT",Mon Oct 09 23:57:00 +0000 2017,Tue Oct 10 00:11:56 +0000 2017
411135_411134,411135,411134,"Dear , my phone is bricked and your system won't let me book a repair appointment without a confirmation code that has been texted to my phone -- see the problem?",We'd like to help. Follow up with us in DM. Tell us what's going on with your iPhone there. https://t.co/GDrqU2kzhr,Mon Oct 09 23:55:25 +0000 2017,Tue Oct 10 00:11:54 +0000 2017
411138_411136,411138,411136,Hey since installing iOS 11 (and updates) my iPhone battery only last about as 1/3rd as long with the same usage. Help!,Having as long a battery life as possible is what we want for you. Which model is it and is iOS 11.0.2 installed?,Tue Oct 10 00:03:36 +0000 2017,Tue Oct 10 00:11:24 +0000 2017
411137_411139,411137,411139,6 plus and yes it is.,Any steps tried so far? Are you using it within it acceptable temperatures: https://t.co/otCvUAaFQq DM us here: https://t.co/GDrqU22YpT,Tue Oct 10 00:15:44 +0000 2017,Tue Oct 10 00:35:26 +0000 2017
411142_411141,411142,411141,where is the option to change the APN setting on iPhone SE with iOS 11?,"If your carrier allows APN, here is a helpful link: https://t.co/VPpBagomSs",Mon Oct 09 23:43:21 +0000 2017,Tue Oct 10 00:06:00 +0000 2017
411144_411143,411144,411143,the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,We'd love to help. DM us using the link below for further assistance. We can go from there. https://t.co/GDrqU22YpT,Mon Oct 09 23:55:31 +0000 2017,Tue Oct 10 00:06:00 +0000 2017
411147_411145,411147,411145,Now the volume of the phone is so low even though on maximum! Aargh,We'd love to help with the sound on your iPhone! Check out this article for steps: https://t.co/XlmCP2gCtj DM us any questions.,Mon Oct 09 23:42:28 +0000 2017,Tue Oct 10 00:05:00 +0000 2017
411149_411148,411149,411148,the iPhone 7+ battery sux! Takes an hour to recharge!!!! Wish I hadn’t upgraded!,"If you're having trouble with slow charging, this article has steps to resolve it: https://t.co/uqxquyfdn0 DM us for more help. https://t.co/GDrqU22YpT",Sun Oct 08 21:45:50 +0000 2017,Sun Oct 08 22:46:00 +0000 2017
411152_411150,411152,411150,Yeah using both,Great. Optimize Storage saves space by saving smaller photos and videos on the device. Learn more here: https://t.co/j1xchNl9UN,Mon Oct 09 23:46:24 +0000 2017,Tue Oct 10 00:00:02 +0000 2017
411151_411153,411151,411153,It doesn’t say why it’s blurry,Send us a DM and we can look into making sure that everything is working appropriately per that information. https://t.co/GDrqU22YpT,Tue Oct 10 00:05:46 +0000 2017,Tue Oct 10 00:23:29 +0000 2017
411155_411154,411155,411154,why are some of my photos blurry but when I first take the picture it’s not blurry,We're here to help. Are you using iCloud Photo Library and Optimize Storage? Check in Settings > Your Name > iCloud > Photos,Mon Oct 09 23:21:45 +0000 2017,Mon Oct 09 23:45:27 +0000 2017
411455_411454,411455,411454,"My iMessage icon gets stuck as if it’s still being pressed, bug? - running iOS 11.0.2",We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,Tue Oct 10 00:22:17 +0000 2017,Tue Oct 10 00:27:55 +0000 2017
411458_411456,411458,411456,It really would be nice if my iPhone wasn't glitchy after downloading the new iOS. Thanks,"We'd like to help out. Tell us more details of what's happening. Also, which version of iOS 11 are you running?",Tue Oct 10 00:15:48 +0000 2017,Tue Oct 10 00:26:00 +0000 2017
411457_411459,411457,411459,"everything runs slow, text, pics, and emails seem to freeze. I'm using 11.0.2",Got it! Let's follow up in DM. Tell us which model iPhone you're using there. https://t.co/GDrqU22YpT,Tue Oct 10 00:28:22 +0000 2017,Tue Oct 10 00:45:00 +0000 2017
411461_411460,411461,411460,is it possible to choose what point in an audio track starts on imovie for iphone?,We'd like to get you to the team that best supports iMovie. Please reach an Advisor here: https://t.co/IBIY3w3RGR,Tue Oct 10 00:19:00 +0000 2017,Tue Oct 10 00:25:00 +0000 2017
411463_411462,411463,411462,"Hi. I’m trying to approve a Family Sharing request, but clicking on the notification hangs:",Hello. We'd like to help. Let us know if you have already restarted your device in DM. https://t.co/GDrqU2kzhr,Tue Oct 10 00:07:16 +0000 2017,Tue Oct 10 00:23:31 +0000 2017
411465_411464,411465,411464,Did you get this resolved? Having same issue. Thanks,We're here to help. DM us with the details of what's happening. We can work from there. https://t.co/GDrqU22YpT,Tue Oct 10 00:16:17 +0000 2017,Tue Oct 10 00:23:30 +0000 2017
411473_411470,411473,411470,I have an iPhone 6s Plus 128gb,"Okay! Let's move from here to DM, and we'll get some more information about the battery usage. https://t.co/GDrqU22YpT",Tue Oct 10 00:00:31 +0000 2017,Tue Oct 10 00:23:29 +0000 2017
411475_411474,411475,411474,Let me explain in detail. My battery went from 100% this morning to only 38% currently. And I just started using my phone 15 minutes ago,We'd be glad to take a look at the battery usage you're seeing with your iPhone. Which one do you have? https://t.co/GDrqU22YpT,Mon Oct 09 23:39:23 +0000 2017,Mon Oct 09 23:59:28 +0000 2017
411479_411476,411479,411476,how do I get podcast v10 back? V11 is useless. This entire update is horrible.,"There wouldn't be a way to downgrade, Let us help with the current version. Tell us more details of the issue.",Tue Oct 10 00:15:39 +0000 2017,Tue Oct 10 00:21:53 +0000 2017
411477_411480,411477,411480,Where is the unplayed list? I used to be able to play unplayed podcasts from oldest to newest. Now it just stops.,"Read more about the new Podcast here: https://t.co/gQVExEsM2J Also, submit feedback about the changes: https://t.co/eTPVYVX94G",Tue Oct 10 00:25:00 +0000 2017,Tue Oct 10 00:47:26 +0000 2017
411482_411481,411482,411481,"My phone drops calls like three times a day now, this shit didn’t happen before the 8 came out. I DONT WANT YA NEW PHONE.",We'd like to help. What iOS version are you on?,Tue Oct 10 00:08:31 +0000 2017,Tue Oct 10 00:21:27 +0000 2017
411484_411483,411484,411483,What the heck...what’s up with the new update and battery power draining rapidly?! #applesupport,"Did you just update? Also, what's the device model? Send us a DM. https://t.co/GDrqU22YpT",Tue Oct 10 00:07:24 +0000 2017,Tue Oct 10 00:20:29 +0000 2017
411487_411486,411487,411486,"Regarding backing up my MacBook Pro, does 20.37 GB sound like alot to backup?","As long as your Backup Disk has enough available space, you shouldn't have any issues. Let us know if you have any problems.",Tue Oct 10 00:03:02 +0000 2017,Tue Oct 10 00:19:57 +0000 2017
411490_411488,411490,411488,I need ur help to activate my lost iPhone 5; which i found a few days ago. I tried to restore with itune; Bit tune not worked,We'd love to help in any way we can. What happens when you try to restore in iTunes? Are you getting an error message?,Tue Oct 10 00:06:11 +0000 2017,Tue Oct 10 00:19:57 +0000 2017
411489_411491,411489,411491,yes please. i got an error message that Phone needs software upgrade. But my phone is locked. I have found after many months. its dead now,You mentioned the iPhone is dead. Are you able to charge it? Have you tried updating through iTunes: https://t.co/80YRnjDFDk,Tue Oct 10 03:29:57 +0000 2017,Tue Oct 10 12:31:34 +0000 2017
411493_411492,411493,411492,Anyone have or know where I can find a download link for Mac OSX 10.9.5 Mavericks ??,We'd like to take a look with you. DM us and we'll work from there. https://t.co/GDrqU22YpT,Tue Oct 10 00:02:51 +0000 2017,Tue Oct 10 00:15:01 +0000 2017
411911_411910,411911,411910,bugs for messages need to be fixed. 😭,"Hi there! What's going on, exactly?",Tue Oct 10 00:22:49 +0000 2017,Tue Oct 10 00:36:30 +0000 2017
412329_412328,412329,412328,Why do u keep automatically turning my WiFi & Bluetooth on ???,"Are you making these changes from Control Center? If so, there have been some changes. Check here: https://t.co/G7BHuQFeJE",Tue Oct 10 00:43:48 +0000 2017,Tue Oct 10 00:58:54 +0000 2017
412348_412347,412348,412347,my volume won’t change unless my phone is unlocked/open - what’s up?,Thank you for reaching out. Please DM us and we will continue from there. https://t.co/GDrqU2kzhr,Tue Oct 10 00:37:37 +0000 2017,Tue Oct 10 00:58:00 +0000 2017
412351_412349,412351,412349,"Dear and , please fix Safari 11 and your site. The messages page is now almost unusable. #Safari #macOSHighSierra",Thanks for reaching out to us. Can you please clarify the messages page that you are referring to? That way we can better assist.,Tue Oct 10 00:43:32 +0000 2017,Tue Oct 10 00:57:00 +0000 2017
412355_412353,412355,412353,haven’t seen a boarding pass on my lock screen since upgrading to iOS 11,We're happy to help. Can you tell us exactly which version of iOS 11 you are currently using please?,Tue Oct 10 00:38:18 +0000 2017,Tue Oct 10 00:55:31 +0000 2017
412354_412356,412354,412356,11.0.2. Haven’t seen them since 11.0.,Let's look into this together. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,Tue Oct 10 01:08:44 +0000 2017,Tue Oct 10 01:56:00 +0000 2017
412359_412358,412359,412358,Seriously this update is infuriating.. I need my phone to work.,We'd like to help you on this. Meet us in DM with the details of what's going on. https://t.co/GDrqU22YpT,Tue Oct 10 00:35:34 +0000 2017,Tue Oct 10 00:50:00 +0000 2017
412362_412360,412362,412360,I can not add pictures in Twitter or WhatsApp versions 11.02 6S,We’ll do everything we can to help. Are you connected to the internet via Wi-Fi or cellular?,Tue Oct 10 00:29:38 +0000 2017,Tue Oct 10 00:46:00 +0000 2017
412364_412365,412364,412365,I can not talk fluently. Do you have anyone who knows Arabic? :),We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Tue Oct 10 02:58:38 +0000 2017,Tue Oct 10 03:57:26 +0000 2017
412730_412729,412730,412729,you guys need to reverse #iOS11 it is terrible. My phone working worse than android - many extra steps to do simple things again,We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU2kzhr,Tue Oct 10 00:54:18 +0000 2017,Tue Oct 10 01:11:33 +0000 2017
412733_412731,412733,412731,Yeah so the entire back of my phone doesn't work. This ain't right. My phone is in perfect condition. 🤦🏾‍♂🤦🏾‍♂🤦🏾‍♂🤦🏾‍♂🤦🏾‍♂,Thanks for reaching out. Can you clarify what you mean so that we have a better understanding? Thank you.,Tue Oct 10 00:49:15 +0000 2017,Tue Oct 10 01:08:27 +0000 2017
412732_412734,412732,412734,My back camera and my flash doesn't work. I've tried everything. I can't use the camera or the flashlight on the back of my phone.,Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,Tue Oct 10 04:13:50 +0000 2017,Tue Oct 10 12:58:26 +0000 2017
412736_412735,412736,412735,Hey why don’t you release a fix that doesn’t make my 6 month old iPhone 7 run like slower than a snail?! 😡 #stopit #help,We’re here to help. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU2kzhr,Tue Oct 10 00:47:52 +0000 2017,Tue Oct 10 01:05:22 +0000 2017
412739_412737,412739,412737,bruv when you gonna fix this IOS 11.0.2 software. Everybody is crashing all apps crash it’s bloody nightmare.,Let's have a look at this. Which device are you using?,Tue Oct 10 00:48:36 +0000 2017,Tue Oct 10 01:04:30 +0000 2017
412738_412740,412738,412740,I’m using an iPhone 7 Plus.,"Got it. If you go to App Store > Updates, do you have any pending updates showing? If so, let's start by updating.",Tue Oct 10 01:07:50 +0000 2017,Tue Oct 10 01:38:28 +0000 2017
412741_412742,412741,412742,No pending updates. I updated all my apps earlier today.,Thanks for checking that. Let's work together on this more in DM. Click here to get started: https://t.co/GDrqU22YpT,Tue Oct 10 01:56:13 +0000 2017,Tue Oct 10 02:32:00 +0000 2017
413117_413116,413117,413116,"Ios11 really fucked my iPhone 7+, man. Wtf","We're here for you. Send us a DM with details on what's happening, and we'll go from there: https://t.co/GDrqU22YpT",Tue Oct 10 01:01:44 +0000 2017,Tue Oct 10 01:27:00 +0000 2017
413119_413118,413119,413118,Need URGENT help!!Case 100317986821. Locked out of phone for 5 days while abroad. Nobody can help.,We're happy to take a look at your case. Meet us in DM to get started. https://t.co/GDrqU22YpT,Tue Oct 10 00:59:45 +0000 2017,Tue Oct 10 01:26:30 +0000 2017
413121_413120,413121,413120,Hey my iPhone is constantly freezing since updating to iOS11. Fix the issue and give us a version that works!,We're happy to help out. DM us which iPhone you're using and current iOS version to get started. https://t.co/GDrqU22YpT,Tue Oct 10 01:00:45 +0000 2017,Tue Oct 10 01:25:00 +0000 2017
